epoch,train_time,mean_loss,mean_rmse,val_time,val_num_tuples,val_loss,val_std,val_mse,val_mape,val_median_q_error_50,val_median_q_error_95,val_median_q_error_99,epoch_time,stop_early
0,162.5988410910004,768.4943,5750.339576688224,19.60769661499944,1824,7.141842842102051,7629.626,7699.8223,3.5274916,3.4079196453094482,23.313789749145503,58.40469642639147,182.22835003199998,False
1,169.98822310000014,6.406456,5457.291830696966,19.58311027899981,1824,5.702792167663574,7629.6255,7680.2686,2.3677282,2.7717156410217285,18.952328681945794,43.96384803771969,189.59058402500068,False
2,162.78279594200012,5.375981,5421.394889257087,17.48037675499927,1824,4.957760334014893,7629.6255,7626.183,2.243939,2.601677894592285,15.451608180999735,37.64708930969238,180.28157983600067,False
3,157.80084179300047,4.8134017,5363.732419306069,17.198909667999942,1824,4.320669651031494,7629.626,7572.0,1.9392571,2.385557174682617,13.927130222320546,31.267865982055653,175.01736238299964,False
4,158.59064151499933,4.487837,5310.656112411876,17.406540038999992,1824,4.377411365509033,7629.6255,7562.411,2.047285,2.490804433822632,13.561322116851807,29.558350410461408,176.00855688400043,False
5,153.5097810819998,4.3553777,5267.257061518332,18.332432932999836,1824,4.016938209533691,7629.6255,7520.3213,1.3883035,2.321786403656006,12.053109550476067,26.68248100280758,171.8628196310001,False
6,172.81621839699983,4.2913094,5244.130345209206,19.71678868699928,1824,3.8966217041015625,7629.626,7531.774,1.5273027,2.287648916244507,11.39586820602417,24.801638908386227,192.54682143900027,False
7,168.32953823999924,4.125721,5159.9805415400715,18.978404401999796,1824,3.7588305473327637,7629.626,7462.789,1.492602,2.220339298248291,11.678024768829346,23.95924785614013,187.31919052899957,False
8,153.97401883800012,4.0117435,5119.305793727085,17.242891412000063,1824,3.6456730365753174,7629.6255,7211.2383,1.4497381,2.2466325759887695,10.73397312164305,21.185088005065918,171.22904289899998,False
9,152.837801142,3.8846786,5003.446532182869,17.195853499000805,1824,3.5488452911376953,7629.626,7326.8267,1.3592534,2.2355940341949463,10.032568073272698,19.76616706848144,170.04504065200035,False
10,152.50010666900016,3.8646393,4976.799326198266,19.43155800599925,1824,3.3360683917999268,7629.6255,7189.853,1.235458,2.136895179748535,10.025614547729491,17.969877128601073,171.95144132699988,False
11,165.34792048100007,3.7646604,4965.184750157138,18.741341220999857,1824,3.2958054542541504,7629.626,7036.0195,1.1295674,2.2026493549346924,9.449946975708007,16.68443260192871,184.10423028699915,False
12,165.0257352489998,3.697137,4814.139141859414,17.140816985998754,1824,3.1428325176239014,7629.6255,7076.6084,1.198766,2.0725150108337402,8.935837078094481,16.93739540100097,182.17599825599973,False
13,163.87816823400135,3.5864534,4759.660554035167,19.573767535001025,1824,3.0303454399108887,7629.626,7060.4185,1.2162741,1.9890170097351074,8.410186195373534,17.166741142272933,183.46294669000054,False
14,159.34903058700002,3.5108275,4785.353867467979,17.218751328000508,1824,2.992107629776001,7629.6255,6596.457,1.3912894,1.9261897802352905,8.260765457153298,18.42221340179443,176.57932105500004,False
15,169.5159445930003,3.5113194,4735.797872122521,19.708150271000704,1824,3.1619925498962402,7629.6255,7343.042,1.1744049,1.9548903703689575,8.922672271728512,18.544180068969716,189.22849214300004,False
16,156.3088746049998,3.391452,4732.054143982821,17.50725502900059,1824,3.0474038124084473,7629.6255,6973.951,0.9665622,2.0814528465270996,8.17681016921997,14.909261150360091,173.82834030499907,False
17,168.03605228299966,3.3859549,4598.797614044922,17.861041879001277,1824,3.0463104248046875,7629.626,6624.935,0.9513264,2.0524332523345947,8.183682441711426,15.967409210205073,185.90375908100032,False
18,153.86052046999976,3.3256307,4582.009705161583,17.213408528999935,1824,2.939032554626465,7629.626,6841.0986,0.95443213,1.967993974685669,8.099621295928953,15.502654056549055,171.0809425690004,False
19,174.54068417300005,3.2356768,4540.357907977891,19.621262847998878,1824,2.8824312686920166,7629.6255,6780.5664,0.9246361,1.991458535194397,7.704671764373774,15.074703311920164,194.17220549000012,False
20,162.90394518799985,3.2936783,4620.863625033093,18.413774888998887,1824,2.7871100902557373,7629.6255,6955.9053,1.139568,1.8362364768981934,7.843178272247311,15.157196598052971,181.32438560300034,False
21,174.53048555200075,3.20296,4510.171789913027,18.351914840999598,1824,2.7441868782043457,7629.6255,6323.5186,1.1232727,1.8280802965164185,7.92405562400817,13.96039945602416,192.89643663700008,False
22,158.822553684,3.1481466,4493.372761326646,19.49201575999905,1824,2.7992632389068604,7629.6255,6520.8013,1.3182054,1.8639464378356934,7.437243652343747,14.622277050018308,178.32168260599974,False
23,154.72763950599983,3.1440792,4523.844340075492,17.400369214999955,1824,2.8002748489379883,7629.6255,6792.6807,1.2575334,1.85053288936615,7.797592306137078,15.887926902770992,172.1319461710009,False
24,173.81264969899894,3.1381536,4467.6493277380105,19.818904103998648,1824,2.696558952331543,7629.6255,6221.104,1.083595,1.8249366283416748,7.5945456027984575,13.470294437408445,193.64350811400072,False
25,156.1598178280001,3.0826526,4487.843946968246,18.006468657998994,1824,2.7962188720703125,7629.626,6408.173,1.3385675,1.8071379661560059,7.812233161926265,16.677965507507324,174.172825525,False
26,168.08571362200018,3.1614037,4473.187687647493,18.786516645999654,1824,2.7407054901123047,7629.626,6819.026,1.1155185,1.823871374130249,7.803348731994625,14.414779014587399,186.87656085699928,False
27,164.34326518600028,3.0144405,4398.071321456304,19.60753332099921,1824,2.7162184715270996,7629.6255,6389.9004,1.3157609,1.7384839057922363,7.652761697769158,15.789175872802733,183.9579553629992,False
28,163.86567729600029,3.0241861,4330.321103803401,17.648869024000305,1824,2.7582614421844482,7629.626,6349.546,1.2682295,1.856020212173462,7.233367252349851,15.139883632659908,181.52202293200025,False
29,167.04819829100052,3.0084994,4337.789766953739,17.310001300000295,1824,2.6993019580841064,7629.626,6594.3887,1.2474831,1.7457542419433594,7.016316270828246,16.271649360656728,184.36493662900102,False
30,154.25898255700122,3.0785196,4439.933102659324,19.821909786000106,1824,2.835399866104126,7629.6255,6661.066,0.8968066,1.897054672241211,7.710703802108761,15.307788753509508,174.08778316799908,False
31,162.6259889890007,2.9829311,4283.903517275642,18.21469970600083,1824,2.6955723762512207,7629.626,5803.8887,1.2139176,1.7454496622085571,7.0251922607421875,15.763026485443106,180.84778852300042,False
32,160.2412345010016,2.9715111,4281.9786797218085,19.946506583999508,1824,2.656355381011963,7629.6255,6467.22,1.0993992,1.7338581085205078,7.261321783065792,14.37081668853759,180.19428223799878,False
33,166.18764887200086,3.0371642,4383.273677729307,17.396211806000792,1824,2.745642900466919,7629.626,6645.499,1.2273688,1.7800120115280151,7.428831672668454,16.01778282165527,183.58781184100008,False
34,154.74132625099992,2.943667,4217.354263618042,17.40842178999992,1824,2.637075424194336,7629.626,5957.105,1.1584251,1.7154546976089478,7.0915253162384,13.97180311203003,172.15609129899894,False
35,153.8205730539994,2.8859265,4244.539105601823,17.748777701999643,1824,2.5674076080322266,7629.6255,6011.466,0.97189766,1.738271951675415,7.285484886169429,12.6811534500122,171.57578293199913,False
36,160.24209144700035,2.9083583,4163.172631508025,18.25647779999963,1824,2.595611095428467,7629.626,5694.727,1.2140328,1.6976419687271118,6.783395433425903,13.987519989013663,178.5127371589988,False
37,173.16077307399974,2.9753315,4238.8634656403965,17.38384752300044,1824,2.8153417110443115,7629.626,6756.7476,1.0489682,1.9249411821365356,7.7160867691040025,15.343307743072508,190.54807484999947,False
